title,description,symbol,sentiment
UPDATE 2-Tesla's top lawyer leaves two months into the job,"Tesla Inc said on Wednesday its
general counsel Dane Butswinkas is leaving the electric carmaker
just two months into the job, the latest in a string of
top-level departures at the company.
  
",TSLA,
"Zuckerberg, forgetting about Facebook's Portal, doesn't want 'a camera in everyone's living room'",Zuckerberg seemed to forget his company makes a connected camera designed for the living room.,FB,
Google fails to disclose microphone in Nest Secure,"Alphabet Inc's Google said on
Wednesday it had made an ""error"" in not disclosing that its Nest
Secure home security system had a built-in microphone in its
devices.
  
",GOOGL,
UPDATE 3-Microsoft says discovers hacking targeting democratic institutions in Europe,"Microsoft Corp on Wednesday said
it had discovered cyber attacks directed at democratic
institutions, think tanks and non-profit organizations in Europe
and would offer a cyber security service to several countries to
close security gaps.
  
",MSFT,
Tesla has lost more than 40 execs since 2016 ? here's an updated list,Tesla's executive exodus continued on Wednesday with the departure of general counsel Dane Butswinkas.,TSLA,
"UPDATE 1-Samsung announces Galaxy Fold phone with apps from Facebook, Google","Samsung Electronics Co Ltd
on Wednesday said it will release a pricey folding
smart phone in April, with specially adapted applications from
Facebook Inc and Alphabet Inc designed for the
new device.
  
",FB,
"Samsung announces Galaxy Fold phone with apps from Facebook, Google","Samsung Electronics Co Ltd
on Wednesday said it will release a pricey folding
smart phone in April, with specially adapted applications from
Facebook Inc and Alphabet Inc designed for the
new device.
  
",FB,
Disney and other companies reportedly suspend YouTube ads over news of pedophile network on the site,"The move is a familiar black eye for Google-owned YouTube, which frequently battles content moderation challenges.",GOOGL,
"It seems impossible that Tesla will have full self-driving car tech ready in a year, says analyst",Karl Brauer of Cox Automotive told CNBC he suspects Elon Musk is misleading people about how far along Tesla is in self-driving technology.,TSLA,
WhatsApp bug lets users bypass new privacy controls,"A security bug is allowing users to
bypass new privacy controls introduced by Facebook-owned
messaging service WhatsApp on iPhones this month, the service
said on Wednesday after users posted about the problem on social
media.
  
",FB,
"Apple has been dethroned as most innovative company ? here are the top 10, from Fast Company","Apple is no longer the No. 1 innovative company in the world, according to the latest ranking by Fast Company. The new list for 2019 is now out ? and has non-U.S. companies in the top two spots.",AAPL,
More transparency sought for foreign worker criteria,"
    BUSINESSES are calling for the government to shed more light on the required criteria to bring in foreign workers with ""specialised skills that are in demand globally"" as they continue to grapple with talent gaps.  ",AAPL,
"UPDATE 4-Samsung announces folding phone with 5G -- at nearly $2,000","Samsung Electronics Co Ltd
on Wednesday unveiled a nearly $2,000 folding
smartphone in a bid to top the technology of Apple Inc
and Chinese rivals and reignite consumer interest in a massive
consumer electronics category that had its worst sales ever last
year.
  
",AAPL,
Samsung is making the same mistakes as Apple did with its new phones,Samsung just announced its Galaxy S10 family of phones but it is making the same mistakes as Apple.,AAPL,
"UPDATE 5-Samsung announces folding phone with 5G -- at nearly $2,000","Samsung Electronics
Co Ltd on Wednesday unveiled a nearly $2,000 folding
smartphone in a bid to top the technology of Apple Inc
and Chinese rivals and reignite consumer interest amid slumping
sales.
  
",AAPL,
Which is better? How Samsung's New Galaxy S10 compares to the iPhone XS Max,"The Samsung flagship goes on sale just a few months after Apple's revamped competitor, so which is better?",AAPL,
Tesla's top lawyer Butswinkas leaves after only 2 months on the job,"Tesla said in a prepared statement that General Counsel Dane Butswinkas (But-SWIN-kiss) will return to a legal practice in Washington, D.C.He'll continue to work for Tesla as outside counsel.",TSLA,
UPDATE 1-Google fails to disclose microphone in Nest Secure,"Alphabet Inc's Google said on
Wednesday it had made an ""error"" in not disclosing that its Nest
Secure home security system had a built-in microphone in its
devices.
  
",GOOGL,
"FOCUS-Google's new cloud boss has big task to catch rivals, Reuters data show","Google has a new cloud
computing boss and big ambitions to someday produce more revenue
from that business than from advertising.
  
",GOOGL,
Fewer Kisan Credit Card borrowers as banks grapple with NPAs in farm sector,"Several public banks are now focusing on agriculture infrastructure credit, like warehouses and cold storages, while the growth in KCC loans remains muted",AAPL,
Samsung and Apple are losing ground to Huawei because their phones are too expensive,Research released by Gartner shows China's Huawei is gaining ground over major rivals like Samsung and Apple.,AAPL,
"REFILE-FOCUS-Google's new cloud boss has big task to catch rivals, Reuters data show","Google has a new cloud
computing boss and big ambitions to someday produce more revenue
from that business than from advertising.
  
",GOOGL,
Google says not disclosing the microphone in its Next home security device was an 'error',"Alphabet's Google said it had made an ""error"" in not disclosing that its Nest Secure home security system had a built-in microphone in its devices.",GOOGL,
Facebook's Zuckerberg to meet with UK culture minister to discuss regulation,The meeting comes after Zuckerberg declined multiple invitations to visit U.K. Parliament to face questions from lawmakers.,FB,
"Stocks making the biggest moves premarket: Hormel, Apple, Nike, Domino's Pizza & more",Names on the move ahead of the open.,AAPL,
Goldman Sachs: Samsung's new foldable phone is a problem for Apple this year,"Samsung's new foldable phone represents a ""potential challenge"" for Apple, Goldman Sachs warned clients Wednesday.",AAPL,
Why the 'Amazon coat' from this Chinese brand is a must-have for US consumers,"A $129.99 winter coat by Chinese fashion label Orolay has become a number one best-seller on Amazon, becoming so popular it is now known as the ""Amazon coat,"" after going viral on social media.",AMZN,
"REFILE-Apple, Goldman Sachs to jointly launch credit card paired with iPhone - WSJ","Goldman Sachs Group Inc has teamed
up with Apple Inc to issue credit cards that will be
paired with iPhones and will help users manage their money, the
Wall Street Journal reported https://www.wsj.com/articles/apple-goldman-sachs-team-up-on-credit-card-paired-with-iphone-11550750400
on Wednesday, citing people familiar with the matter.
  
",AAPL,
"RPT-FOCUS-Google's new cloud boss has big task to catch rivals, Reuters data show","Google has a new cloud
computing boss and big ambitions to someday produce more revenue
from that business than from advertising.
  
",GOOGL,
Fears of Amazon appear overblown as companies that fretted competition went on to beat market,The majority of S&P 500 companies that were concerned about the Jeff Bezos-led e-commerce giant in late 2017 are beating the broader market.,AMZN,
Amazon exec says A.I. in health care is finally moving beyond hype,"Amazon's senior health leader, Taha Kass-Hout, talks up the company's advances in artificial intelligence.",AMZN,
"The iPhone is too expensive for Chinese customers, so Apple is offering them interest-free loans","In an effort to boost falling sales in the region, Apple introduced two-year financing to Alipay users who buy their products.",AAPL,
Apple car may be an electric van - Manager Magazin,"A long-speculated vehicle to
be developed by Apple may turn out to be an electric
van rather than a car, a German magazine reported on Thursday.
  
",AAPL,
Apple and Goldman employees will be the first users of a new iPhone-linked credit card,"For both companies, the card represents a step into new territory. Apple is seeking to combat slowing sales of its iconic hardware, while Goldman wants to expand further into the realm of consumer finance.",AAPL,
Jeff Bezos explains how his rocket for space tourists will help Blue Origin take on SpaceX,"At an aerospace luncheon in New York City on Wednesday, Amazon founder Jeff Bezos gave several key insights into his passion project Blue Origin, rather than his day job.",AMZN,
"Friedman warns of Russia meddling in India polls, says Facebook be made accountable","Award-winning American columnist and author Thomas Friedman has warned Indians about the possible meddling of Russia in the upcoming elections through unregulated media like Facebook, exactly the way they did to the detriment of the US in the 2016 presidential polls.",FB,
Tesla shares fall after Consumer Reports says it will no longer recommend Model 3,"A new report, based in part on the reviews of thousands of vehicle owners, raises questions about the reliability of Tesla's Model 3.",TSLA,
"NYC developer: Ironically, many of protested Amazon perks are 'on the books' for all newcomers","The political pressure that sunk Amazon's New York City deal was borne out of a lack of understanding of the benefits, says billionaire William Rudin.",AMZN,
"Court documents give insight into plans of Amazon, JP Morgan, Berkshire Hathaway health venture","The joint health-care venture between Amazon, J.P. Morgan and Berkshire Hathaway is primarily focused on simplifying health insurance, according to newly released court testimony from Chief Operating Officer Jack Stoddard.",AMZN,
"UPDATE 1-Consumer Reports yanks recommendation for Tesla's Model 3, citing reliability","Consumer Reports on Thursday
pulled a recommendation for Tesla Inc's Model 3, citing
reliability problems, and the influential U.S. magazine turned
up the pressure on other automakers to include crash-avoiding
automatic braking as standard equipment.
  
",TSLA,
Tesla customers describe maddening problems with returns and refunds,"Some Tesla customers say the company left them stressed and stranded, waiting months to be paid back for returned cars or canceled reservations.",TSLA,
"Parliamentary panel summons top bosses of Facebook, WhatsApp, Instagram",The agenda of the Parliamentary Standing Committee on IT for the March 6 meeting is to hear these companies' views on safeguarding citizens' rights on social/online news media platforms,FB,
"UPDATE 2-Consumer Reports yanks recommendation for Tesla's Model 3, citing reliability","Consumer Reports on Thursday
pulled a recommendation for Tesla Inc's Model 3, citing
reliability problems, and the influential U.S. magazine turned
up the pressure on other automakers to include crash-avoiding
automatic braking as standard equipment.
  
",TSLA,
Digital shopping app JOOM targets France in challenge to Amazon,"The e-commerce marketplace JOOM,
whose mobile shopping app sells products from China at cut-rate
prices directly to buyers, is recruiting French brands to
bolster its merchant roster in a market it sees as key to
cracking Europe and taking on Amazon.
  
",AMZN,
Being around smart people makes us smarter,"
    AMAZON'S decision on Feb 14 to cancel its plans in New York City was actually the second time that New York missed its chance to host the technology company's headquarters. The first time was in 1994, and what happened then gives an idea of what might happen next.  ",AMZN,
Democratic senators urge FTC to act on Facebook 'friendly fraud' practices,"Two Democratic U.S.
senators called for the Federal Trade Commission to act on a
complaint filed by consumer groups against Facebook on
Thursday that alleged the company scammed children into spending
money on its platform.
  
",FB,
UPDATE 1-Democratic senators urge FTC to act on Facebook 'friendly fraud' practices,"Two Democratic U.S.
senators called for the Federal Trade Commission to act on a
complaint filed by consumer groups against Facebook Inc
on Thursday that alleged the company scammed children into
spending money on its platform.
  
",FB,
"Google Doodle celebrates 57th birth anniversary of Steve Irwin, the crocodile hunter","The Google Doodle on Friday celebrated the life and legacy of wildlife conservationist and television personality Steve Irwin, who worked at the Australia Zoo and was popular for his TV series 'The Crocodile Hunter'. Steve along with his wife Terri spent their honeymoon capturing crocs, and the footage they shot became the first episode of The Crocodile Hunter?.",GOOGL,
Microsoft says employers will look for these 3 skills as A.I. changes the workforce,"According to Microsoft's new report, there will be a major shortage of these skills by 2021.",MSFT,
Tesla starts Model 3 delivery in China earlier than expected,"Tesla Inc on Friday
said it had started delivering Model 3 cars in China, slightly
ahead of schedule.
  
",TSLA,
"Apple teams with Ant Financial, banks for interest-free iPhone financing in China","Apple Inc has teamed
up with Chinese payments giant Ant Financial Services Group
and several local banks to offer interest-free
financing, its first such move in the country as it looks to
boost waning smartphone sales.
  
",AAPL,
UPDATE 1-Tesla starts Model 3 delivery in China earlier than expected,"* Tesla had expected to start Model 3 China deliveries in
March
  
",TSLA,
"Facebook meeting shows challenges ahead for proposed ""oversight board""","Facebook's new effort to bring
outside experts into its content review process promises to be
complicated and possibly contentious, if discussions this week
at a meeting in Singapore are any indication.
  
",FB,
Tesla begins Model 3 delivery in China ahead of schedule,"Tesla announced Friday it is beginning delivery of the Model 3 in China, at least a week earlier than expected.",TSLA,
UPDATE 2-Tesla rolls out Model 3 in China ahead of schedule in sales push,"* Tesla had expected to start Model 3 China deliveries in
March
  
",TSLA,
Indian lawmakers summon Facebook officials over citizens' rights protection,"An Indian parliamentary panel has
summoned representatives of Facebook Inc, its messaging
services WhatsApp and photo-sharing app Instagram to appear
before it early next month and discuss how to safeguard
citizens' rights on social media.
  
",FB,
"Amazon's China unit is reportedly considering a merger. That's 'too little too late,' expert says","Amazon is reportedly in talks to merge its China unit with a local e-commerce firm, but one expert said any deal is likely to be ""too little too late"" for the American e-commerce giant's ambitions in Asia's largest economy.",AMZN,
CORRECTED-Digital shopping app JOOM targets France in challenge to Amazon,"The e-commerce marketplace JOOM,
whose mobile shopping app sells products from China at cut-rate
prices directly to buyers, is recruiting French brands to
bolster its merchant roster in a market it sees as key to
cracking Europe and taking on Amazon.
  
",AMZN,
Facebook officials summoned over citizens' rights safety,"Social media in the world's largest democracy have become a hotbed for circulation of fake political news and tech firms face intense scrutiny ahead of a general election due before May, where Prime Minister Narendra Modi will seek a second term.",FB,
Ever wondered what Apple's electric car would look like? Report suggests it could be a van,"Manager Magazin, citing multiple unnamed sources, said that prototypes painted in black and silver had been seen.",AAPL,
Elon Musk is 'almost unethical' says outgoing AutoNation CEO,"Tesla CEO Elon Musk acts in an ""almost unethical"" way said the outgoing CEO of the largest auto dealer chain in the United States.",TSLA,
Warren Buffett's Berkshire Hathaway loses more than $3 billion in single day on Kraft Heinz plunge,"Kraft is Berkshire's sixth-largest holding behind Apple, a few banks and Coca-Cola.",AAPL,
Stamps.com threw USPS under the bus and cratered 50% because it's betting big on Amazon shipping,The move is a boon for Amazon as it faces a tall task in disrupting the traditionally walled garden that is the U.S. shipping industry.,AMZN,
"Exxon, Microsoft strike cloud computing agreement for U.S. shale","Exxon Mobil Corp and Microsoft
Corp have agreed to use cloud technology in the U.S.
oil producer's shale operations, they said on Friday, helping to
boost profitability in the nation's largest shale field.
  
",MSFT,
"Your Google searches can be used to predict when you're about to go to the ER, researchers find",Penn Medicine shows that patients search for health-related terms three times more than normal a week before an emergency room visit.,GOOGL,
Indian sports caught in Pak conundrum after Pulwama terror attack,"The national Olympic body stared at the possibility of international isolation, while the cricket administrators grappled and remained non-committal on whether to play a match which is over three months away.",AAPL,
"7 Albums Out Today You Should Listen to Now: Offset, SPELLLING, Kehlani, and More","Also stream releases from Thom Yorke, IAMDDB, Gunna, more",AMD,
"CORRECTED-Exxon, Microsoft strike cloud computing agreement for U.S. shale","Exxon Mobil Corp and Microsoft
Corp have agreed to use cloud technology in the U.S.
oil producer's shale operations, they said on Friday, helping to
boost profitability in the nation's largest shale field.
  
",MSFT,
"In 1994, Bill Gates replied to a stranger's email ? and his response reveals a hilarious truth","Turns out, the billionaire Microsoft co-founder is ""supercool.""",MSFT,
"Facebook reportedly gets deeply personal info from some apps, like ovulation times and heart rate","Several apps share highly sensitive data with Facebook even if users do not have a Facebook account, testing by The Wall Street Journal found.",FB,
U.S. judge will not block Amazon-Berkshire-JPMorgan health venture's new hire,"A federal judge on Friday
declined to block a UnitedHealth Group Inc unit's former
executive from working at a new healthcare venture launched by
Amazon.com Inc, Berkshire Hathaway Inc and
JPMorgan Chase & Co.
  
",AMZN,
NY Gov. Cuomo orders probe into Facebook access to personal data,"New York Governor Andrew Cuomo
on Friday ordered two state agencies to investigate a report
that Facebook Inc may be accessing far more personal
information from smartphone users, including health and other
sensitive data, than had previously been known.
  
",FB,
UPDATE 1-Intel says its modem chips will not appear in phones until 2020,"Intel Corp executives said on
Friday its modem chips will not appear in mobile phones until
2020, raising the possibility its biggest customer, Apple Inc
, will be more than a year behind rivals in delivering a
device that uses the faster networks.
  
",AAPL,
REFILE-UPDATE 2-Intel says its 5G modem chips will not appear in phones until 2020,"Intel Corp executives said on
Friday its 5G modem chips will not appear in mobile phones until
2020, raising the possibility its biggest customer, Apple Inc
, will be more than a year behind rivals in delivering a
device that uses the faster networks.
  
",AAPL,
UPDATE 1-NY governor orders probe into Facebook access to data from other apps,"New York Governor Andrew Cuomo
on Friday ordered two state agencies to investigate a media
report that Facebook Inc may be accessing far more
personal information from smartphone users, including health and
other sensitive data, than had previously been known.
  
",FB,
UPDATE 2-NY governor orders probe into Facebook access to data from other apps,"New York Governor Andrew Cuomo
on Friday ordered two state agencies to investigate a media
report that Facebook Inc may be accessing far more
personal information from smartphone users, including health and
other sensitive data, than had previously been known.
  
",FB,
Microsoft workers demand it drop $450 mln U.S. Army contract,"Several Microsoft Corp
employees on Friday demanded that the company cancel a
$480 million hardware contract with the U.S. Army and stop
developing ""any and all weapons technologies.""
  
",MSFT,
Microsoft workers protest $480m HoloLens military deal: 'We did not sign up to develop weapons',"The open letter comes days before Microsoft is expected to unveil HoloLens 2, an upgraded version of its augmented reality headset, at an event Sunday.",MSFT,
UPDATE 3-NY governor orders probe into Facebook access to data from other apps,"New York Governor Andrew Cuomo
on Friday ordered two state agencies to investigate a media
report that Facebook Inc may be accessing far more
personal information than previously known from smartphone
users, including health and other sensitive data.
  
",FB,
CORRECTED-Microsoft workers demand it drop $480 mln U.S. Army contract,"Several Microsoft Corp
employees on Friday demanded that the company cancel a
$480 million hardware contract with the U.S. Army and stop
developing ""any and all weapons technologies.""
  
",MSFT,
UPDATE 1-Microsoft workers demand it drop $480 mln U.S. Army contract,"Some Microsoft Corp
employees on Friday demanded that the company cancel a
$480 million hardware contract to supply  the U.S. Army, with 94
workers signing a petition calling on the company to stop
developing ""any and all weapons technologies.""
  
",MSFT,
"Kim, Trump impersonators draw ire of Vietnam's authorities","The duo has been making rounds of Hanoi, taking pictures with curious onlookers ahead of the second summit of the two leaders next week. However, on late Friday, a Kim lookalike, the Hong Kong-based impersonator who uses the name Howard X, posted on Facebook that about 15 police or immigration officers demanded a mandatory ""interview"" with them following a talk they gave at the state-run VTC station.",FB,
"Elon Musk says the tech is 'mind-bogglingly stupid,' but hydrogen cars may yet threaten Tesla","Tesla and its competitors in the electric vehicle market dominate debate over the future of cars and recharging networks, but there's another kind of green transportation making inroads, based on the planet's most abundant resource: hydrogen.",TSLA,
Here are the stocks Warren Buffett says he's betting on for the long run,"Warren Buffett's Berkshire Hathaway is betting on companies like Apple, Goldman Sachs and American Express for the long run.",AAPL,
"Apple employees read the letters customers send to Tim Cook, and sometimes they inspire action","Sometimes users send in letters to Apple, including to its CEO Tim Cook.",AAPL,
Jeff Bezos told employees that fear of Amazon is overblown ? some rivals are proving him right,"Amazon CEO Jeff Bezos said in a March 2018 meeting that it's wrong for other companies to be so fearful of his company's outsize presence. In fact, many companies that mentioned Amazon as a competitor on earnings calls are doing very well.",AMZN,
My name being highlighted to divert attention from real issues: Robert Vadra,"My name is being highlighted to divert attention from the real issues of the country, Robert Vadra, the brother-in-law of Congress president Rahul Gandhi, said in a Facebook post on Sunday. Vadra, who was recently questioned by the Enforcement Directorate (ED) in connection to a land grab case, argued that the perception of the people around him is ""gradually"" changing.",FB,
Naamdars who ruled for 55 years never thought about Amethi's devp: Irani,,MSFT,
"Xiaomi unveils 5G smartphone for $680, to be available 'very soon'","Samsung, which leads the market ahead of Huawei and Apple, launched a 5G phone on Wednesday which it said would be available in early summer, with a $1,980 starting price",AAPL,
Microsoft unveils a $399 A.I. camera for developers,Microsoft is applying its Kinect brand to a new camera that can perform artificial-intelligence processing in a variety of environments.,MSFT,
"Microsoft unveils its HoloLens 2 mixed-reality headset, in a bet on workplace hologram tech","Microsoft unveiled HoloLens 2, an upgraded version of its mixed-reality headset, on Sunday at Mobile World Congress in Barcelona.",MSFT,
Exxon and Microsoft's deal could become a model for the energy industry,ExxonMobil is turning to Microsoft's cloud technology to help it safely capitalize on America's fast-moving shale oil boom.,MSFT,
Microsoft hails revamped goggles as more immersive and easy to wear,"Microsoft unveiled
the latest version of its HoloLens augmented reality headset on
Sunday, promising wearers would feel more immersed in the
augmented reality experience and more comfortable.
  
",MSFT,
"Chinese firm behind the 'Amazon Coat' hits jackpot in U.S., eschews China","When Kevin Chiu
left his job in 2012 to try his luck at starting an online
apparel business in a rural Chinese city, his main goal was to
carve out more time to spend with his wife and newborn child.
  
",AMZN,
Two bodies recovered after Amazon cargo plane crashes into Texas bay,"Two bodies have been recovered from the
wreckage of an Amazon Prime Air cargo plane that nosedived into
a bay outside Houston on Saturday, authorities said.
  
",AMZN,
Investigators begin 'painstaking' probe into deadly Amazon cargo jet crash,"The National Transportation Safety Board is looking for clues in the cause of the crash of Atlas Air Flight 3591, operating for Amazon, which crashed into a marshy area of a bay near Houston on Saturday, killing all three aboard.",AMZN,
UPDATE 1-Two bodies recovered after Amazon cargo plane crashes into Texas bay,"Two bodies have been recovered from the
wreckage of an Amazon Prime Air cargo plane that nosedived into
a bay outside Houston on Saturday, and a search was ongoing for
a third victim, authorities said.
  
",AMZN,
Baba Ramdev is likely to head India's first Vedic Education Board,Modi government proposed the Bharatiya Shiksha Board to ensure standardisation of 'Indian traditional knowledge,MSFT,
India's new draft rules for e-commerce make it harder for Amazon and Walmart,New Delhi published new draft policies that called for data to be stored locally and for the setting up of more data centers and server farms within India.,AMZN,
"India must back firms to develop EV tech over hybrids, says Tesla's Martin Eberhard",The hybrid vs electric vehicle debate is currently a raging topic in the automobile industry.,TSLA,
Revealed: Tesla?s co-founder has a new start-up in Silicon Valley,"Eberhard is now a co-founder of yet another start-up, Tiveni, which is working on power storage systems that will power not only electric vehicles, but also other energy products",TSLA,
"Qualcomm rolls out 5G chips for cars, PCs and home broadband","Qualcomm Inc on Monday announced
5G networking chips for a range of applications beyond smart
phones, aiming to bolster a business that has lost Apple Inc
as a major customer and faces unprecedented levels of
competition.
  
",AAPL,
The law is closing in on Facebook and other 'digital gangsters',Regulators in several countries now propose a range of interventions to curb the power of digital platforms,FB,
"RPT-Chinese firm behind the 'Amazon Coat' hits jackpot in U.S., eschews China","When Kevin Chiu
left his job in 2012 to try his luck at starting an online
apparel business in a rural Chinese city, his main goal was to
carve out more time to spend with his wife and newborn child.
  
",AMZN,
"Buffett says he's not buying more Apple at these levels, but would if the shares got 'cheaper'","Renowned billionaire investor Warren Buffett said Monday that he's not buying Apple shares, but would if they continued to cheapen.",AAPL,
Target is inviting retailers to its website as it tries to catch up with Walmart and Amazon online,Target is making some changes to its marketplace for third-party sellers online.,AMZN,
Microsoft launches HoloLens 2 - what does it mean for creatives?,Microsoft launches its new mixed reality headset with double the field view - but its vision for creative applications could be bigger.,MSFT,
UK cannot examine Facebook until it has clarity on Brexit timing -CMA,"Britain's competition regulator
cannot take a decision on whether to investigate Facebook's
role in advertising and data until it has better clarity
on the timing of Brexit and how to work with the European Union,
its CEO said.
  
",FB,
Banks losing battle to be no-deal Brexit ready,"Major banks are still not ready
for a 'no-deal' Brexit as they grapple with delays in licences
for new European Union businesses, staffing problems and snags
in redrafting contracts.
  
",AAPL,
"Wayfair is up nearly 70% this year, and charts point to more gains","It's a case of David vs. Goliath with Amazon trailing Etsy and Wayfair this year, but traders are split on which will stand victorious.",AMZN,
"Facebook content moderators are coping with PTSD symptoms with sex and drugs at work, report says","Facebook moderators also say they've begun to believe conspiracy theories they watch as part of their jobs, according to The Verge.",FB,
Apple should copy this awesome Galaxy S10 feature for new iPhones and AirPods,Samsung's new Galaxy S10 has a feature called wireless power share that Apple should copy for its next iPhones.,AAPL,
Google launches India program to screen diabetics for eye conditions that can cause blindness,Google and Verily teamed up to develop a screening tool for conditions that can cause preventible eye disease in adults.,GOOGL,
Microsoft is pitching its most futuristic technology to businesses instead of consumers,"Microsoft's MWC appearance was all about business uses of its new hardware, but it also served as an opportunity to play up Microsoft's increasing openness and its cloud.",MSFT,
Amazon appoints Indra Nooyi to board,"Amazon.com Inc said on Monday it
named former PepsiCo Inc Chief Executive Officer Indra
Nooyi as a director of the company and appointed her to the
audit committee of the board.
  
",AMZN,
Amazon names former Pepsi CEO Indra Nooyi as new board member,Amazon named former Pepsi CEO Indra Nooyi to its board of directors and its audit commitee.,AMZN,
UPDATE 1-Amazon adds former PepsiCo CEO Indra Nooyi to board,"Amazon.com Inc said on Monday it
appointed former PepsiCo Inc Chief Executive Officer
Indra Nooyi as a director, the second woman to be named to the
board this month as part of the e-commerce giant's efforts to
increase diversity.
  
",AMZN,
UPDATE 2-Amazon adds former PepsiCo CEO Indra Nooyi to board,"Amazon.com Inc said on Monday it
appointed former PepsiCo Inc Chief Executive Officer
Indra Nooyi as a director, making her the second woman to be
named to the e-commerce giant's board this month.
  
",AMZN,
"Amazon to offer more than 1,000 apprenticeships in Britain","Online retailer Amazon
will create more than 1,000 apprenticeship roles in Britain over
the next two years, it said on Tuesday, indicating the country's
imminent departure from the European Union is not deterring it
from investing.
  
",AMZN,
Tesla shares fall after SEC asks judge to hold Elon Musk in contempt for violating deal,"The SEC cited an ""inaccurate"" tweet about production. Musk tweeted ? then revised ? projections for full-year Tesla manufacturing.",TSLA,
"High-stakes battle: How Samsung, Huawei are taking on Apple in pricing game","Apple's rivals have co-opted the company's strategy of trying to squeeze more cash out of stagnating unit sales, pushing the price of some phones well above what many people would pay for a laptop",AAPL,
"Amazon steps up diversity hiring, adds ex-PepsiCo CEO Indra Nooyi to board",Indra Nooyi has been awarded 549 shares of Amazon's common stock as part of the appointment process,AMZN,
Former PepsiCo chief Indra Nooyi joins Amazon board of directors,"Nooyi, who stepped down as CEO of Pepsico in October last year, is the second women of colour to be added on the Amazon's board of directors. Early this month, Starbucks executive Rosalind Brewer joined the Amazon board.",AMZN,
Google seeks tax breaks for $600 mn wind-powered data center in Minnesota,"Google has asked Sherburne County and the city of Becker for property tax breaks that would save the company up to $15 million, Minnesota Public Radio News reported",GOOGL,
SEC wants Elon Musk held in contempt of court for Tesla post on Twitter,The commission sued Musk and Tesla last year over a Twitter post in which he said he had ?funding secured? to take the company private at $420 a share.,TSLA,
"Kaiterra Laser Egg 2+: Apple HomeKit, IFTTT compatible air quality monitor","Priced at Rs 12,995, the device measures both the total volatile organic compound (TVOC) and particulate matter in the air",AAPL,
Microsoft's CEO on the 3 qualities that make a great leader,"""To do these three things well and not have hubris is what I think you need in leaders,"" Nadella said Monday.",MSFT,
Canada's cut-price answer to Tesla just officially opened its factory in China,"The single-seater has a retail price of just $15,500.",TSLA,
Facebook removes UK far-right activist Tommy Robinson over hate speech,"Facebook says Robinson posted content that ""uses dehumanizing language and calls for violence targeted at Muslims.""",FB,
"Stocks making the biggest moves premarket: Home Depot, Caterpillar, Tesla & more",Names on the move ahead of the open.,TSLA,
Elon Musk lashes out: 'Something is broken with SEC oversight',"Tesla CEO Elon Musk lashed out at the Securities and Exchange Commission on Tuesday, one day after the agency asked a judge to hold him in contempt for allegedly violating the terms of a deal made last year.",TSLA,
Apple Music appears ready to launch on Google speakers as Apple seeks to grow its services business,"Apple Music is coming to Google Home speakers, yet again showing that Apple is putting a new focus on getting its services in front of as many people as possible.",AAPL,
"Wall Street analysts see Musk's SEC battle weighing on Tesla shares, but CEO unlikely to be removed","While shares of Tesla will remain under pressure, analysts expect Elon Musk to remain in the top spot.",TSLA,
Cramer: Elon Musk should be removed from Tesla as CEO for attacking the SEC,"Elon Musk goes after the SEC ""as if it's funny,"" CNBC's Jim Cramer says.",TSLA,
Twitch created a business around watching video games ? here's how Amazon has changed the service since buying it in 2014,"Websites such as Twitch, YouTube and Microsoft's Mixer are capitalizing on livestreaming by integrating another form of popular media: video games. Twitch is now leading the competition when it comes to livestreaming gaming and esports.",AMZN,
Kroger makes another bold move in bid to woo grocery shoppers,"Kroger is looking to an outside advertising agency to help oversee its its marketing efforts. The move comes as competition heats up from Walmart, Amazon and others.",AMZN,
Facebook expands ad buying options for premium video,"Facebook Inc on Tuesday
launched new advertising options for its premium video content
to attract marketers hoping to buy ad spots in a similar manner
to traditional television networks.
  
",FB,
Maxwell Investors sue to block Tesla acquisition,Maxwell makes components for electric batteries using a process that is significantly cheaper than those commonly used in the industry.,TSLA,
UPDATE 4-Macy's will cut 100 senior jobs in restructuring to save $100 mln annually,"Macy's Inc on Tuesday said it would
eliminate 100 senior  executive positions in a restructuring
designed to cut costs and improve profitability, in the face of
competition from  Amazon.com Inc and other online
sellers.
  
",AMZN,
"Amazon being pushed out of NYC by Ocasio-Cortez was 'disgraceful,' says billionaire Leon Cooperman","Leon Cooperman, a billionaire investor and the founder of Omega Advisors, is worried the U.S. may be steering too far left.",AMZN,
UPDATE 1-Walmart seeks ad business boost in fight with Amazon,"Walmart Inc will
consolidate advertising sales for its stores and websites, it
said on Tuesday, aiming to boost profits from an untapped
business as the world's largest retailer competes with marketing
titans Amazon.com Inc, Alphabet Inc's Google
and Facebook Inc.
  
",FB,
"Facebook will launch long-awaited clear history feature this year, and it could hurt ad targeting",Facebook CFO David Wehner on Tuesday said Facebook will launch its long-awaited clear history feature later this year.,FB,
Tesla CEO Elon Musk is feuding with the SEC again?Cramer and other experts weigh in on what's next,Tesla CEO Elon Musk is in conflict with the SEC again after the agency alleges he violated his settlement deal. Three experts share what they think could be next for the automaker.,TSLA,
Facebook will introduce 'clear history' tool this year -CFO,"Facebook Inc will
introduce a tool allowing users to clear their browsing history
this year, which will affect the company's ability to target
advertisements, Chief Financial Officer David Wehner told an
investment conference on Tuesday.
  
",FB,
