date,title,description
3/26/19 10:00,"Apple's first new services product, Apple News+, is crashing","Apple News, which was relaunched on Monday with a premium Apple News+ section, was crashing on Tuesday when people tried to load stories."
3/26/19 10:00,Apple stock declines after negative media events are typically buying opportunities,Apple stock is typically under pressure the day of its closely-watched media events and Monday was no exception.
3/26/19 10:30,"US STOCKS-Wall St moves higher on tech, financials boost","* Apple supports tech; Financials to snap 5-day losing
streak
  
"
3/26/19 12:00,"US STOCKS-Wall Street lifted by gains in techs, energy","* Apple supports tech; Financials to snap 5-day losing
streak
  
"
3/26/19 12:30,Oprah had the best explanation for what the weird Apple TV event was really about,Oprah explained exactly why Apple's event on Monday mattered: the iPhone.
3/26/19 13:00,"Apple's move into banking raises the bar for fintech, traditional credit cards",Apple is working with Goldman Sachs and Mastercard to launch a credit card that some say poses a threat to fintech companies and regional banks.
3/26/19 13:43,Here's another clue that Apple's long-awaited wireless charging pad is almost ready,"Apple's second-generation AirPods say that they support Apple's AirPower mat, which Apple hasn't talked about."
3/26/19 14:30,Oprah doles out life advice in new book,"She may have traded the talk show stage for the Apple stage, but Oprah Winfrey is still the same path-clearing, life-affirming, clarity-giving person she's always been."
3/26/19 14:30,UPDATE 1-U.S. trade judge recommends import ban on some Apple iPhones,"A U.S. trade judge on Tuesday
recommended Qualcomm Inc  be granted a request for an
import ban on some iPhones sold by Apple Inc.
  
"
3/26/19 14:30,U.S. trade judge recommends import ban on some Apple iPhones,"A U.S. trade judge on Tuesday
recommended Qualcomm Inc  be granted a request for an
import ban on some iPhones sold by Apple Inc.
  
"
3/26/19 15:00,"Apple's new credit card holds a lot of promise, but read the fine print before signing up","The new Apple Card will have a variable interest rate, and will probably be available to people with only fair credit scores. While it has no fees attached, there are new fees for the closely Apple Pay Cash service."
3/26/19 16:00,UPDATE 2-U.S. trade judge recommends sales ban on some Apple iPhones,"A U.S. trade judge on Tuesday
recommended Qualcomm Inc  win a sales ban on some Apple
Inc iPhone models containing chips made by Intel Corp
in one of two patent disputes before the International
Trade Commission.
  
"
3/26/19 18:00,UPDATE 3-Qualcomm loses bid for Apple iPhone import ban in ITC ruling,"Qualcomm Inc on Tuesday lost a
bid to have imports of some Apple Inc iPhones banned in
a final ruling on one dispute between the two companies by the
full U.S. International Trade Commission.
  
"
3/26/19 18:00,Qualcomm loses bid for Apple iPhone import ban in ITC ruling,"Qualcomm Inc on Tuesday lost a
bid to have imports of some Apple Inc iPhones banned in
a final and binding ruling on one dispute between the two
companies by the full U.S. International Trade Commission.
  
"
3/26/19 18:01,UPDATE 1-Goldman's Apple pairing furthers bank's mass-market ambitions,"Goldman Sachs Group Inc's
credit card deal with Apple Inc is the latest
move by the Wall Street investment bank to court mass-market
consumers, potentially connecting Goldman with hundreds of
millions of iPhone users.
  
"
3/26/19 18:01,Goldman's Apple pairing furthers bank's mass market ambitions,"Goldman Sachs Group Inc's
credit card deal with Apple Inc is the latest
move by the Wall Street investment bank to court mass-market
consumers, potentially connecting Goldman with hundreds of
millions of iPhone users.
  
"
3/26/19 19:00,"UPDATE 4-Dueling Qualcomm, Apple rulings leave battle lines unchanged","Split decisions on Tuesday by a U.S.
government panel in  acrimonious patent disputes between
iPhone-maker Apple and chip supplier Qualcomm left the battle
lines largely unmoved ahead of a U.S Federal Trade Commission
ruling and a major trial next month.
  
"
3/26/19 20:01,"UPDATE 5-Apple, Qualcomm gird for next phase of patent battle after mixed U.S. rulings","Split decisions on Tuesday by a U.S.
government panel in  acrimonious patent disputes between
iPhone-maker Apple and chip supplier Qualcomm left their battle
lines largely unchanged ahead of a U.S Federal Trade Commission
ruling and a major trial next month.
  
"
3/26/19 21:30,GLOBAL MARKETS-Asian shares lose steam as investors grapple with U.S. recession risk,"* Investors ponders implications of inverted U.S. yield
curve
  
"
3/26/19 22:00,"UPDATE 6-Apple, Qualcomm gird for next phase of patent battle after mixed U.S. rulings","Split decisions on Tuesday by a U.S.
government panel in  acrimonious patent disputes between
iPhone-maker Apple and chip supplier Qualcomm left their battle
lines largely unchanged ahead of a U.S Federal Trade Commission
ruling and a major trial next month.
  
"
3/27/19 0:52,Apple violated Qualcomm patent; judge for import ban on China-made iPhones,"The original complaint linked that patent only to the iPhone 7 and iPhone 7 Plus, but it was unclear which models would be affected by this decision"
3/27/19 7:31,RPT-Goldman's Apple pairing furthers bank's mass-market ambitions,"Goldman Sachs Group Inc's
credit card deal with Apple Inc is the latest
move by the Wall Street investment bank to court mass-market
consumers, potentially connecting Goldman with hundreds of
millions of iPhone users.
  
"
3/27/19 8:00,"Stocks making the biggest moves premarket: Boeing, Southwest, Novartis, Apple, Amazon & more",Names on the move ahead of the open.
3/27/19 12:30,Bank of America's tech chief says there's nothing new about the Apple Card,"Bank of America's Cathy Bessant joins a few industry voices, including analysts at Goldman Sachs, the bank partner for the Apple Card, to downplay the new card."
3/27/19 13:00,Apple apologizes for MacBook keyboard issues,"Users are still reporting problems with Apple's laptop keyboards, even on the latest models."
3/28/19 9:31,Apple Mac Mini review,The Mac mini has much to recommend it for graphic and UX designers who won?t mind its lack of 3D power.
3/28/19 13:30,Georgia man pleads guilty to hacking apple accounts of professional athletes and musicians,Kwamaine Jerell Ford has pleaded guilty to logging into Apple accounts belonging to high-profile professional athletes and musicians without authorization and stealing credit card information from several of those victims.
3/28/19 14:31,Buffett on Apple's entertainment push: It can afford to make a mistake or two,Warren Buffett was skeptical of Apple's recent push into streaming video content in an interview on CNBC.
3/28/19 16:00,"Buffett says Apple content plan hard to predict, touts airline safety","Warren Buffett on Thursday said he
could not predict the success of Apple Inc's new suite
of services but was confident the public would benefit as
content providers vie for their wallets.
  
"
3/28/19 17:30,"Billionaire Warren Buffett, a major Apple investor, uses a $20 flip phone",Buffett showed off his vintage technology during a during a talk Thursday at The Gatehouse's Hands Up for Success luncheon.
3/28/19 19:00,Cramer: Low expectations will make Apple's new credit card a winner,Jim Cramer breaks down Apple's Goldman Sachs-backed credit card and explains why it will rise to be the best of its new group of offerings.
3/28/19 23:30,UPDATE 1-China's Huawei posts higher profit as smartphone sales hit record,"China's Huawei
Technologies, the world's third-biggest maker of
smartphones, turned in a higher annual profit on record handset
sales even as it continued to grapple with heightened global
scrutiny amid allegations of espionage.
  
"
3/29/19 8:30,"Foxconn posts fall in Q4 profit, beating estimates","Taiwanese manufacturer Foxconn
reported a smaller than expected fall in quarterly
profit, despite warning signs from key customers including Apple
Inc that demand for tech electronics is softening.
  
"
3/29/19 16:18,"Apple cancels AirPower, the wireless charging pad it announced over a year ago","AirPower was first revealed in 2017, but after a year of delays, Apple confirmed it did not plan to release it."
3/29/19 17:00,"Apple, in rare reversal, pulls plug on wireless charging mat","Apple Inc on Friday said it is
canceling the AirPower wireless charging mat that the company
announced in 2017 on the same day as its iPhone X, a rare public
retreat for the gadget maker known for splashy product launches.
  
"
3/31/19 18:30,Schools Grapple With Student Depression as Data Show Problem Worsening,"A new study shows rising rates of mental health incidents among teens and young adults, while rates for older generations remain stable. The findings point to possible generational causes such as technology use, a psychologist says."
3/31/19 23:00,"Troubled Apple supplier Japan Display to seek funding, shares surge","Apple supplier Japan
Display Inc said on Monday it aims to raise as much as
$990 million in new financing as early as this week, sending
shares of the struggling manufacturer sharply higher.
  
"
3/31/19 23:01,"Forget Apple or Exxon, Saudi Aramco was the most profitable company in 2018","The credit rating, a first for Aramco, offers the first glimpse into the accounts of the company, which have remained secret since its nationalization in the late 1970s"
4/1/19 7:00,UPDATE 3-Aramco eclipses top earner Apple ahead of debut $10 bln-plus bond sale,"Saudi Aramco, the world's biggest
oil producer, made core earnings of $224 billion last year,
almost three times as much as Apple, figures from the
state-owned company showed on Monday ahead of its debut
international bond issue.
  
"
4/1/19 8:00,China grapples with forest blaze that killed 30 firefighters,"Firefighters are struggling to douse a forest fire that broke out in the mountains of southwestern China at the weekend and killed 30 firefighters, state media said on Monday.
  
"
4/1/19 10:30,UPDATE 4-Aramco's $10 bln-plus bond plan shows profits put top earner Apple in shade,"* Secretive state-owned firm forced to open books for bond
deal
  
"
4/1/19 10:31,Apple slashes iPhone prices in China,The price cuts come as iPhone sales have fallen in China.
4/1/19 11:30,"Saudi Aramco made $111 billion in 2018, topping Apple as the world's most profitable company by far","Saudi Aramco is by far the most profitable company in the world, according to financial data disclosed by the state-run oil giant in Saudi Arabia."
4/1/19 14:01,Top analyst Kuo: Apple's next iPhones will have significantly larger batteries,"Apple's new iPhones will also be able to wirelessly charge other devices, like AirPods, Kuo says."
4/1/19 18:35,Cramer: The top Q1 performers indicate the market can run higher,"Jim Cramer explains why the stocks of Exxon, Apple, United Technologies, and other names give insight into what's next for Wall Street."
4/1/19 19:30,"Apple, Salesforce among 'inaugural signatories' in push to close gender pay gap in California",A group led by California's first partner Jennifer Siebel Newsom launched a new campaign to raise awareness of the gender pay gap as part of an effort to achieve pay equality for women.
4/1/19 23:30,"CORRECTED-Troubled Apple supplier Japan Display to seek funding, shares surge","Apple supplier Japan
Display Inc said on Monday it aims to raise as much as
$990 million in new financing as early as this week, sending
shares of the struggling manufacturer sharply higher.
  
"
4/2/19 0:30,"Apple, luxury brands drop China prices as VAT cuts come into effect","Apple Inc and other
consumer brands lowered prices for their products in China on
Monday as a cut in the country's value-added tax (VAT) rate came
into effect.
  
"
4/2/19 4:01,"UPDATE 1-Apple, luxury brands drop China prices as VAT cuts take effect","Apple Inc and other
consumer brands lowered prices for their products in China on
Monday as a cut in the country's value-added tax (VAT) rate came
into effect from April 1.
  
"
4/2/19 6:30,"Swiss court backs Swatch in ""Think Different"" row with Apple","A Swiss court has backed Swatch
Group in a trademark row with Apple Inc over
the watchmaker's use of the ""Tick different"" slogan, which Apple
had decried as an infringement of its ""Think Different""
advertising campaign.
  
"
4/2/19 13:30,"UPDATE 2-Apple, luxury brands drop prices in China on VAT cut","Apple and luxury
labels such as Gucci have lowered their prices in China after a
cut in its value-added tax (VAT) rate came into effect from
April 1.
  
"
4/2/19 16:30,Apple is bending its own rules as it seeks to grow subscribers for its digital services businesses,Apple has started to send push notifications to sell its own monthly services. Some app developers say that's not allowed.
4/3/19 8:31,"Apple won't have a 5G iPhone anytime soon, UBS says","UBS thinks the lack of a 5G-capable iPhone by next year is ""not good"" for Apple but the impact of the delay will likely be mitigated by the slowing speed customers are replacing old iPhones."
4/3/19 11:02,Apple's first new subscription service unlikely to move the needle towards the company's lofty goals,"Apple News+ got 200,000 to sign up for a free trial. But that's a fraction of the iPhones that could've signed up."
4/3/19 14:00,Apple has another new set of wireless headphones for people who don't want AirPods,Beats announced new Powerbeats Pro headphones on Wednesday with a form factor similar to AirPods but with a sportier design.
4/3/19 15:35,Apple employee files complaint against CBP for asking to unlock phone,"Customs agents stopped a well-known Apple employee and asked to see the contents of his devices, which may have contained trade secrets."
4/3/19 17:30,There are ways to make business successful: Ratan Tata,"Giving a peek into the businesses he admires, Tata said initially Bose was a favourite but the affinities have shifted to Apple and Google"
4/4/19 1:00,"Apple slashes iPhone XR prices; now Rs 17,000 cheaper, 10% cashback extra","Apart from limited period discount and HDFC bank cashback offer, customers can also avail a no cost equated monthly instalment from Bajaj Finance and HDFC bank consumer loans"
4/4/19 5:31,Apple cuts iPhone XR prices in India -sources,"Apple Inc has cut
prices of one of its latest iPhones in India by around
one-fourth, sources said, as the U.S. tech giant looks to boost
sales in the world's second-biggest smartphone market following
a similar move in China.
  
"
4/4/19 6:30,UPDATE 1-Apple cuts iPhone XR prices in India -sources,"Apple Inc has cut
prices of one of its latest iPhones in India by around
one-fourth, sources said, as the U.S. tech giant looks to boost
sales in the world's second-biggest smartphone market following
a similar move in China.
  
"
4/4/19 9:00,WhatsApp Business launches on iPhones,"Facebook Inc's messaging app
WhatsApp on Thursday launched its WhatsApp Business app for
Apple Inc's iOS operating system, allowing small
businesses to communicate with customers through the platform.
  
"
4/4/19 9:30,The woman who took on Google and Apple has some key leadership advice for those just starting out,It's safe to say that the EU's antitrust chief isn't afraid of a challenge.
4/4/19 9:42,Apple cuts the price of HomePod by $50 in face of cheaper competition from Amazon and Google,"Apple's HomePod only accounts for 6% of installed smart speakers in the United States, according to one study."
4/4/19 12:30,UPDATE 1-Facebook launches WhatsApp Business for iPhones,"Facebook Inc on Thursday launched
a business version of its WhatsApp messaging app for Apple Inc's
iOS, more than a year after the service was rolled out
for Android users.
  
"
4/4/19 13:30,"Fiona Apple, Beck, Brian Wilson, More Appear in New Laurel Canyon Doc: Watch the Trailer","Echo in the Canyon also features David Crosby, the late Tom Petty, and others"
4/4/19 16:00,Snap is taking on Apple in the multi-billion dollar mobile gaming business,"Snap announced a new ad-supported gaming platform at an event Thursday, following Apple and Google into the gaming space."
4/4/19 17:00,One of Google's top A.I. people just joined Apple,"Ian Goodfellow is a top figure in artificial intelligence, having popularized an approach called general adversarial networks. Now he's joining Apple."
4/4/19 17:01,Amazon is reportedly making an Apple AirPods competitor that will let you talk to Alexa,Amazon is again said to be preparing a set of headphones to rival Apple AirPods that will let you talk to its voice assistant Alexa.
4/5/19 0:40,Gaana is most popular music streaming app: Report,"Gaana (25%) was followed by Apple Music (20%), YouTube (20%) and Wynk (14%), according to data from CyberMedia Research (CMR). Gaana?s parent Times Internet is a part of the Times Group, which publishes The Times of India."
4/5/19 6:00,Americans don't support Sen. Elizabeth Warren's plan to break up big tech: Poll,"Americans have offered their initial judgment of Elizabeth Warren's plan to break up large technology companies like Apple, Facebook, Amazon and Google: they don't support it."
4/5/19 12:30,Apple Music has reportedly passed Spotify in paid subscribers in the US,But Spotify has more users than Apple in the United States if you count its free tier.
4/5/19 14:00,Apple Music's U.S. subscriber count overtakes Spotify -source,"Apple Inc's streaming music
service overtook rival Spotify Technology SA in terms
of paid subscribers in the United States, a person familiar with
the matter told Reuters on Tuesday.
  
"
4/5/19 14:00,Apple Music's U.S. subscriber count overtakes Spotify: source,"Apple Inc's streaming music service overtook rival Spotify Technology SA in terms of paid subscribers in the United States, a person familiar with the matter told Reuters on Tuesday.
  
"
4/5/19 16:30,Apple Music Now Has More Paid U.S. Subscribers Than Spotify: Report,Spotify still has more overall listeners
4/5/19 17:30,"Two college students are accused of scamming Apple out of $900,000 with fake iPhones",Here's what they're accused of.
4/7/19 9:30,CRU-CESCO-Copper producers gather; electric cars seen driving demand growth,"Global copper producers are
converging in Chile this week as tightening supply buoys prices,
even as the industry grapples with declining ore quality,
project delays and worries the U.S-China trade war may hit
long-term demand.
  
"
4/8/19 9:31,"At Apple, Steve Jobs divided people into 2 groups?'insanely great' and 'crappy'",Only excellence matters.
4/8/19 10:14,Here's the latest on what to expect from Apple's new iPhones,A report from Macotakara on Monday said Apple will increase the size of its smallest iPhone to 6.1-inches and will add new advanced cameras.
4/8/19 16:31,Apple could eventually top $300 billion in annual sales from health care: Morgan Stanley,"Health represents a huge business for Apple, and Morgan Stanley lays out some unique opportunities the company has in the space."
4/8/19 19:00,"Cramer: Setbacks in Apple, Nvidia, McCormick have been 'terrific' buying opportunities",Jim Cramer explains why stockholders of household names should not be too quick to pull the trigger when they hit a rough patch.
4/9/19 2:31,SoftBank backs startup pioneering weather reports for power generators,The investment comes as electrical grids grapple with implications of mounting wind and solar power.
4/9/19 9:00,Apple's stock is poised to do something it hasn't done in 8 years,"Shares of Apple are on pace to post its 10th straight day of gains on Tuesday, which hasn't happened since October 2010."
4/9/19 9:31,"Apple is working on a new kind of screen technology to make bigger iPads, top analyst says",Apple's bigger computers could get better color and contrast using a new display technology
4/9/19 18:30,"Apple is the best way to play 5G, says tech investor Gene Munster","There's going to be big hype around 5G and Apple is poised to be the big beneficiary, says Loup Venture's Gene Munster."
4/9/19 22:31,Wells Fargo unloads retirement-plan unit for $1.2 billion,"Wells Fargo is saying goodbye to its retirement-plan business as the bank continues to grapple with a penalties, legal fees and a backlash over its scandals."
4/10/19 7:30,Apple downgraded by HSBC to sell rating on concern about new services: 'Too late to the game',"Apple shares are downgraded to ""reduce"" by HSBC."
4/10/19 8:00,Oprah Winfrey and Prince Harry making mental health documentary for Apple,"Oprah Winfrey and Britain's Prince Harry have teamed up to produce an Apple documentary next year aimed at raising awareness of mental health.
  
"
4/10/19 8:04,"Here are the biggest analyst calls of the day: Apple, Disney, Under Armour, homebuilders & more",Here are the biggest calls on Wall Street on Wednesday
4/10/19 8:31,"Stocks making the biggest moves premarket: Delta, Apple, AT&T, Netlix, Under Armour & more",Names on the move ahead of the open.
4/10/19 9:10,Prince Harry and Oprah are making a documentary series about mental health for Apple,Britain's Prince Harry is collaborating with Oprah Winfrey on a new television series tackling the issue of mental health.
4/10/19 11:00,"Apple's latest TV talent is Prince Harry, and he's teaming up with Oprah",The show will air on Apple TV+ in 2020.
4/10/19 12:30,Apple's $9.99-a-month news service is great if you like magazines and use Apple devices,"Apple News+ is great for people who love magazines and reading on Apple devices like the iPad, but it's too locked down to appeal to everyone."
4/11/19 1:30,How to say the 'R-word': bank executives grapple with recession talk,"Executives at the largest
U.S. banks are grappling with how to best talk about the slowing
economy and its impact on their businesses as they enter
earnings season, people familiar with their thinking told
Reuters.
  
"
4/11/19 3:30,"Apple adds Foxconn, chip suppliers to clean energy program","Apple Inc said on Thursday it
has nearly doubled the number of suppliers using only clean
energy for production work, including two that assemble and make
the processor chips for the iPhone.
  
"
4/11/19 5:00,How to say the 'R-word': Bank executives in US grapple with recession talk,"Although many economists are predicting a downturn, a big bank executive doing so can become a self-fulfilling prophecy"
4/11/19 7:32,RPT-How to say the 'R-word': bank executives grapple with recession talk,"Executives at the largest
U.S. banks are grappling with how to best talk about the slowing
economy and its impact on their businesses as they enter
earnings season, people familiar with their thinking told
Reuters.
  
"
4/11/19 8:01,"Cisco, Apple and IBM are leading the Dow this year, but only two look good, according to two experts","The Dow's top performers this year are a blast from the past. Legacy tech stocks including Apple, Cisco and IBM have topped the blue-chip index."
4/11/19 8:33,"Here are the biggest analyst calls of the day: Apple, Chipotle, IBM, Xerox, U.S. Steel & more",Here are the biggest calls on Wall Street on Thursday
4/11/19 11:01,EU regulators say Dutch Apple probe complements their own investigation,"A Dutch antitrust
investigation into whether Apple unfairly favours its
own apps is in line with the European Union's own ongoing
scrutiny of Spotify's complaint against the iPhone
maker, the European Commission said on Thursday.
  
"
4/11/19 11:30,Apple says treats all app developers equally as Dutch open probe,"Apple on Thursday
said it treated all app developers equally and was confident a
Dutch antitrust investigation would end with the same
conclusion.
  
"
4/11/19 12:33,UPDATE 1-Apple in Dutch antitrust spotlight for allegedly promoting own apps,"Apple, already the
subject of EU antitrust scrutiny, on Thursday became the target
of a Dutch investigation for allegedly favouring its own apps on
its popular App Store.
  
"
4/11/19 14:31,CORRECTED-RPT-How to say the 'R-word': bank executives grapple with recession talk,"Executives at the largest
U.S. banks are grappling with how to best talk about the slowing
economy and its impact on their businesses as they enter
earnings season, people familiar with their thinking told
Reuters.
  
"
4/11/19 14:31,CORRECTED-How to say the 'R-word': bank executives grapple with recession talk,"Executives at the largest
U.S. banks are grappling with how to best talk about the slowing
economy and its impact on their businesses as they enter
earnings season, people familiar with their thinking told
Reuters.
  
"
4/12/19 4:30,"Japanese supplier to Apple gets $1.1 bln in bailout from Chinese group, state fund","Apple Inc supplier
Japan Display Inc said on Friday it will raise 117
billion yen ($1.1 billion) in a bailout from a Chinese-Taiwanese
group and from its top shareholder.
  
"
4/12/19 8:01,"Stocks making the biggest moves premarket: JP Morgan, Apple, Disney, Boeing, Tesla & more",Names on the move ahead of the open.
4/12/19 10:30,Disney+ just put a lot of pressure on Apple's streaming video service,Disney's streaming service will cost $6.99 per month. Now the ball is in Apple's court.
4/13/19 11:09,"Nintendo's big switch: Mario finally going mobile, but console king faces new competition","Nintendo's mobile strategy is taking shape as Mario heads to phones, but the console king has moved slowly and Google and Apple are launching new online gaming models. The Nintendo Switch is still a hit, but the switch to mobile is still a challenge."
4/14/19 18:30,"Huawei is 'open' to selling 5G chips to Apple for iPhones, marking a big shift in strategy","5G pioneer Huawei has has never sold its Balong 5000 chip to rivals ? but now it's open to doing so, company CEO Ren Zhengfei told CNBC."
4/15/19 2:00,Foxconn chairman Gou says he aims to step down in coming months,"The chairman of Taiwan's
Foxconn, assembler of Apple Inc's iPhones,
told Reuters on Monday he plans to step down in the coming
months, saying he wants to pave the way for younger talent to
move up the ranks of the company.
  
"
4/15/19 2:00,Foxconn chairman Terry Gou says he aims to step down in the coming months,"The chairman of Taiwan's Foxconn, assembler of Apple's iPhones, told Reuters on Monday he plans to step down in the coming months, saying he wants to pave the way for younger talent to move up the ranks."
4/15/19 7:30,"Apple, allies seek billions in U.S. trial testing Qualcomm's business model","Apple Inc and its allies on
Monday will kick off a jury trial against chip supplier Qualcomm
Inc in San Diego, alleging that Qualcomm engaged in
illegal patent licensing practices and seeking up to $27 billion
in damages.
  
"
4/15/19 11:00,"Apple and Qualcomm are about to begin their massive, multi-billion dollar patent trial",The lawsuit in federal court revolves around the modem chips that connect devices like the iPhone or Apple Watch to wireless data networks.
4/15/19 11:30,"Suddenly, every major tech company is building an Apple AirPods competitor","Microsoft is reportedly building a set of earbuds to rival Apple AirPods. The device is called Morrison internally, accoridng to a report."
4/15/19 15:00,Disney+ is the service Apple wants,"Apple and Disney launched their streaming service events at nearly the same time, but Disney had the roll-out and the product Apple should desire."
4/15/19 18:01,"Jet Airways flyers grapple with late refunds, soaring airfares",The sudden massive cancellations of Jet have put travel agents and customers in jeopardy
4/15/19 19:30,Vitamin maker Blackmores' nine-month profit drops 14.3 percent,"Australian vitamin maker Blackmores Ltd
on Tuesday reported a 14.3 percent fall in net profit
for the first nine months, as the company continues to grapple
with softening  demand from its largest Asian market, China.
  
"
4/15/19 21:00,"Foxconn says Gou will remain chairman, to withdraw from daily operations","Taiwan's Foxconn, an
assembler of Apple Inc's iPhones, said Terry Gou will
remain chairman of the world's largest contract manufacturer,
although he plans to withdraw from daily operations.
  
"
4/16/19 0:34,Foxconn set to begin mass iPhone production in India,"Gou said that Prime Minister Narendra Modi has invited him to India as his Taiwanese company plans its expansion in the country. Apple has had older phones produced at a plant in Bengaluru for several years, but now will expand manufacturing to more recent models. Bloomberg News reported this month that Foxconn is ready to start trial production of the latest iPhones in the country before it starts full-scale assembly at its factory outside Chennai."
4/16/19 1:30,UPDATE 1-Huawei says not discussed 5G chipsets with Apple -chairman,"Huawei Technologies, one of
the world's biggest smartphone makers, has not had talks with
Apple Inc about supplying it with 5G chipsets, Rotating
Chairman Ken Hu said on Tuesday.
  
"
4/16/19 3:30,Huawei says it hasn't talked with Apple about any 5G chip deal ? even though CEO Ren is 'open' to it,"Ren Zhengfei, founder and CEO of Huawei, told CNBC over the weekend that the company is ""open"" to selling its 5G chips to Apple. But the two companies have not spoken about the subject, another top Huawei boss said Tuesday."
4/16/19 5:01,"UPDATE 2-Huawei says not discussed 5G chipsets with Apple, wins more telco gear contracts","* Huawei says hasn't discussed supplying 5G modem chips with
Apple
  
"
4/16/19 11:13,"Govt asks Google, Apple to comply with court order prohibiting TikTok download",
4/16/19 13:01,"Netflix investor isn't worried about Disney, Apple streaming services ? Netflix is 'future of film'","Netflix shouldn't be worried about streaming wars, Morris Mark, CEO of Mark Asset Management, said Tuesday ahead of the company's fiscal earnings."
4/16/19 15:00,"Apple, Qualcomm settle royalty dispute, sources say",Qualcomm and Apple have what appears to be a bitter legal battle.
4/16/19 15:00,Apple likens Qualcomm chips to fried chicken as trial begins,"A trial opened
Tuesday in a complex contract and anti-trust dispute between
Apple Inc and Qualcomm Inc with the iPhone
maker using a fried chicken analogy to explain its claim that
the chip company is abusing its market power.
  
"
4/16/19 15:30,Apple and Qualcomm settle royalty dispute with new patent agreement,"Shares of Qualcomm jumped 16% in late afternoon trading, while Apple share were up marginally"
4/16/19 15:30,"UPDATE 1-Fried chicken vs $13: Apple, Qualcomm explain claims to jury as trial opens","Apple Inc
and Qualcomm Inc on Tuesday opened  a complex trial
with the iPhone maker using a fried chicken analogy to
illustrate its claim the chip company is abusing  its market
power while Qualcomm alleged a years-long plan by Apple to
deprive it of billions in revenue, $13 at a time.
  
"
4/16/19 17:00,Netflix says it's not worried about Disney or Apple encroaching on its turf,Netflix says the streaming pie is big enough for other players as millions of people turn away from the traditional cable bundle and live linear television.
4/16/19 18:30,"Cramer: Boeing, Nike, Apple, other stocks illustrate the resiliency of this stock market",Jim Cramer breaks down the latest action on Wall street and explains why certain stocks have risen when analysts said they would fall.
4/16/19 20:00,"Intel says it's exiting the 5G smartphone market, hours after Apple-Qualcomm settlement",Intel said on Wednesday it's pulling out of the 5G smartphone market and will provide further details later this month.
4/17/19 0:00,Foxconn's Gou says will follow order of sea goddess to run for Taiwan presidency,"Terry Gou, chairman of Apple
supplier Foxconn, said on Wednesday he will follow the
order of a sea goddess who has told him to run in Taiwan's 2020
presidential election, although he added he has not yet formally
declared his intention to contest.
  
"
4/17/19 2:00,Apple ruled the premium smartphone segment with 51% share in 2018: Report,There have been multiple reports of falling iPhone sales in China
4/17/19 3:00,"Madras HC ban: After Google, TikTok vanishes from Apple app stores too","A court in Tamil Nadu asked the government on April 3 to ban TikTok, saying it encouraged pornography and warning that sexual predators could target child users."
4/17/19 3:00,"TikTok vanishes from Google, Apple app stores in India after ban","The Chinese video app TikTok is no longer available in Google and Apple app stores in India after a state court prohibited its downloads, a setback for developer Bytedance Technology's efforts to tap users in a key market."
4/17/19 4:00,Foxconn's Gou announces bid to run in Taiwan's 2020 presidential race,"Terry Gou, chairman of Apple
supplier Foxconn, said on Wednesday he will contest
Taiwan's 2020 presidential election, shaking up the political
landscape at a time of heightened tension between the self-ruled
island and Beijing.
  
"
4/17/19 9:00,Qualcomm stock set for huge gains after Intel backs out of 5G and Apple settles legal battle,Qualcomm is set for another rally after ending Tuesday up 23% following two major wins for the company.
4/17/19 9:00,Apple and Qualcomm settled their legal battle. Here's what Wall Street analysts are saying,Tech giant Apple and Qualcomm settled a legal dispute over royalties and patents on Tuesday and it has Wall Street analysts buzzing.
4/17/19 9:30,Apple in talks for sensors that could hint it's building a self-driving car,Apple has held talks with at least four companies as possible suppliers for next-generation lidar sensors in self-driving cars.
4/17/19 9:30,Qualcomm CEO on Apple settlement: We're not going to disclose how much the deal is worth,Qualcomm CEO Steve Mollenkopf discussed the new developments in an interview on CNBC Wednesday.
4/17/19 10:30,"As Nasdaq 100 hits record, Apple and Intel could still be buys, says expert","The tech-heavy Nasdaq 100 just hit an all-time high, and investors should consider buying the stocks that got it there as well as some lesser-known names, experts say."
4/17/19 10:30,Aeva signs sensor deal with Audi's self-driving unit,"Aeva Inc, a startup
company founded by former Apple Inc and Nikon Corp
engineers, has signed a sensor-system deal with an
Audi-owned unit that is working on self-driving technology for
Volkswagen AG.
  
"
4/17/19 12:01,"Apple buckled against Qualcomm's business model, but in the end it had to give in",Apple buys modem chips from companies like Qualcomm to enable the iPhone to connect to cellular networks.
4/17/19 12:06,Wrestler Bajrang Punia regains world number one spot,Top Indian grappler Bajrang Punia regained the world number one spot in the men's 65kg freestyle category in the rankings issued by United World Wrestling on Wednesday.
4/17/19 13:00,Apple accused in U.S. lawsuit of securities fraud over iPhone sales in China,"Apple Inc was accused in a new
lawsuit of securities fraud for concealing a slump in demand for
iPhones, particularly in China, leading to a $74 billion one-day
slide in its market value once the truth became known.
  
"
4/17/19 13:30,UPDATE 1-Aeva signs sensor deal with Audi's self-driving unit,"Aeva Inc, a startup
company founded by former Apple Inc engineers Soroush
Salehian and Mina Rezk, has signed a sensor-system deal with an
Audi-owned unit that is working on self-driving technology for
Volkswagen AG.
  
"
4/17/19 14:30,Facebook is working on a voice assistant to rival Amazon Alexa and Apple Siri,"A team in Redmond, Washington, is working to build a competitor to Alexa, Siri, and the Google Assistant."
